symbol,model,total_return,max_drawdown,sharpe,trade_count,win_rate,avg_win,avg_loss,exposure_time,bars
SPY,random_label,0.5604259962271636,-0.40734528031430706,0.28588709286114344,519,0.5857418111753372,0.013846232222806393,-0.016934404918950683,0.6303133349526354,
QQQ,random_label,3.275893871264204,-0.3159770566668644,0.6738182442171272,524,0.6125954198473282,0.018399182930324616,-0.021043322408410937,0.6363857177556473,
IWM,random_label,1.2073886655491246,-0.2873076656464022,0.42271985360179254,441,0.5351473922902494,0.020737286469925734,-0.019261031058993693,0.5355841632256497,
XLK,random_label,2.719412073140531,-0.38489052431518445,0.5749811442936321,521,0.5950095969289827,0.020164852360337,-0.022356354583189807,0.6327422880738401,
SMH,random_label,3.236947757891474,-0.3653114785337286,0.5458463890165858,506,0.5731225296442688,0.026927929542929,-0.0279799088681792,0.6145251396648045,
XLE,random_label,0.21491666780755603,-0.5165577854124717,0.1552605144763377,378,0.544973544973545,0.024163235805175477,-0.026513080095918372,0.4590721399076998,
XLF,random_label,0.5826810844216275,-0.37588196977432753,0.26896267433465726,439,0.5421412300683371,0.01921999778153328,-0.019605393654027345,0.533155210104445,
GLD,random_label,0.5045830698074092,-0.30714099587335364,0.27549383601548527,385,0.535064935064935,0.017997135873990093,-0.01782425640922518,0.46757347583191644,
TLT,random_label,-0.3536516145100622,-0.42783318962482764,-0.2929062501796911,285,0.47017543859649125,0.014400489946507129,-0.015320792200787902,0.3461258197716784,
